x,y,h,s
-0.2346938775510204,-0.47959183673469385,-2.6626405664306505,-0.9891711786755536
-0.2142857142857143,-0.47959183673469385,-2.571845064556432,-1.0699708454810501
-0.19387755102040816,-0.47959183673469385,-2.4818825489379392,-1.150770512286547
-0.17346938775510207,-0.47959183673469385,-2.392753019575173,-1.2315701790920457
-0.15306122448979592,-0.47959183673469385,-2.304456476468137,-1.3123698458975432
-0.13265306122448978,-0.47959183673469385,-2.2169929196168234,-1.3931695127030415
-0.11224489795918369,-0.47959183673469385,-2.1303623490212384,-1.47396917950854
-0.09183673469387754,-0.47959183673469385,-2.0445647646813803,-1.5547688463140377
-0.07142857142857145,-0.47959183673469385,-1.9596001665972473,-1.6355685131195346
-0.05102040816326531,-0.47959183673469385,-1.8754685547688419,-1.716368179925031
-0.030612244897959162,-0.47959183673469385,-1.7921699291961635,-1.7971678467305285
-0.010204081632653073,-0.47959183673469385,-1.7097042898792134,-1.8779675135360254
0.010204081632653073,-0.47959183673469385,-1.6280716368179886,-1.958767180341523
0.030612244897959218,-0.47959183673469385,-1.5472719700124917,-2.0395668471470207
0.05102040816326525,-0.47959183673469385,-1.4673052894627217,-2.1203665139525185
0.0714285714285714,-0.47959183673469385,-1.3881715951686775,-2.201166180758015
0.09183673469387754,-0.47959183673469385,-1.3098708871303613,-2.2819658475635136
0.11224489795918369,-0.47959183673469385,-1.2324031653477705,-2.3627655143690114
0.13265306122448983,-0.47959183673469385,-1.1557684298209068,-2.44356518117451
0.15306122448979587,-0.47959183673469385,-1.0799666805497707,-2.524364847980007
0.173469387755102,-0.47959183673469385,-1.0049979175343602,-2.6051645147855056
0.19387755102040816,-0.47959183673469385,-0.9308621407746759,-2.6859641815910034
0.2142857142857143,-0.47959183673469385,-0.8575593502707194,-2.7667638483965007
0.23469387755102045,-0.47959183673469385,-0.7850895460224891,-2.847563515202001
0.2551020408163265,-0.47959183673469385,-0.7134527280299859,-2.9283631820074967
0.2755102040816326,-0.47959183673469385,-0.6426488962932085,-3.0091628488129953
0.29591836734693877,-0.47959183673469385,-0.5726780508121578,-3.0899625156184927
0.3163265306122449,-0.47959183673469385,-0.5035401915868354,-3.1707621824239904
0.33673469387755106,-0.47959183673469385,-0.43523531861723985,-3.2515618492294873
0.3571428571428571,-0.47959183673469385,-0.3677634319033715,-3.3323615160349846
0.37755102040816324,-0.47959183673469385,-0.30112453144522977,-3.413161182840482
0.3979591836734694,-0.47959183673469385,-0.2353186172428141,-3.493960849645981
0.41836734693877553,-0.47959183673469385,-0.1703456892961248,-3.57476051645148
0.4387755102040817,-0.47959183673469385,-0.10620574760516072,-3.655560183256979
0.4591836734693877,-0.47959183673469385,-0.042898792169924316,-3.736359850062475
0.47959183673469385,-0.47959183673469385,0.01957517700958522,-3.81715951686797
0.5,-0.47959183673469385,0.08121615993336295,-3.897959183673461
-0.5,-0.45918367346938777,-3.838400666388998,0.12244897959184183
-0.47959183673469385,-0.45918367346938777,-3.7367763431903325,0.04248229904206754
-0.45918367346938777,-0.45918367346938777,-3.6359850062473944,-0.03748438150770541
-0.4387755102040816,-0.45918367346938777,-3.5360266555601823,-0.1174510620574773
-0.41836734693877553,-0.45918367346938777,-3.436901291128695,-0.19741774260724865
-0.3979591836734694,-0.45918367346938777,-3.3386089129529366,-0.27738442315701983
-0.37755102040816324,-0.45918367346938777,-3.241149521032901,-0.357351103706791
-0.35714285714285715,-0.45918367346938777,-3.144523115368595,-0.4373177842565637
-0.33673469387755106,-0.45918367346938777,-3.0487296959600143,-0.5172844648063335
-0.3163265306122449,-0.45918367346938777,-2.9537692628071617,-0.5972511453561045
-0.29591836734693877,-0.45918367346938777,-2.8596418159100345,-0.6772178259058754
-0.2755102040816326,-0.45918367346938777,-2.7663473552686337,-0.7571845064556458
-0.25510204081632654,-0.45918367346938777,-2.673885880882963,-0.8371511870054164
-0.2346938775510204,-0.45918367346938777,-2.5822573927530166,-0.9171178675551865
-0.2142857142857143,-0.45918367346938777,-2.4914618908787975,-0.9970845481049561
-0.19387755102040816,-0.45918367346938777,-2.4014993752603058,-1.0770512286547282
-0.17346938775510207,-0.45918367346938777,-2.31236984589754,-1.157017909204499
-0.15306122448979592,-0.45918367346938777,-2.2240733027905004,-1.2369845897542695
-0.13265306122448978,-0.45918367346938777,-2.136609745939188,-1.3169512703040416
-0.11224489795918369,-0.45918367346938777,-2.049979175343603,-1.3969179508538117
-0.09183673469387754,-0.45918367346938777,-1.9641815910037452,-1.4768846314035828
-0.07142857142857145,-0.45918367346938777,-1.8792169929196134,-1.5568513119533525
-0.05102040816326531,-0.45918367346938777,-1.7950853810912084,-1.6368179925031234
-0.030612244897959162,-0.45918367346938777,-1.7117867555185307,-1.7167846730528944
-0.010204081632653073,-0.45918367346938777,-1.6293211162015793,-1.7967513536026647
0.010204081632653073,-0.45918367346938777,-1.5476884631403547,-1.8767180341524357
0.030612244897959218,-0.45918367346938777,-1.466888796334858,-1.9566847147022066
0.05102040816326525,-0.45918367346938777,-1.386922115785087,-2.036651395251977
0.0714285714285714,-0.45918367346938777,-1.3077884214910434,-2.1166180758017474
0.09183673469387754,-0.45918367346938777,-1.2294877134527256,-2.196584756351519
0.11224489795918369,-0.45918367346938777,-1.152019991670136,-2.27655143690129
0.13265306122448983,-0.45918367346938777,-1.0753852561432726,-2.356518117451062
0.15306122448979587,-0.45918367346938777,-0.9995835068721349,-2.4364847980008317
0.173469387755102,-0.45918367346938777,-0.9246147438567254,-2.5164514785506022
0.19387755102040816,-0.45918367346938777,-0.8504789670970418,-2.596418159100374
0.2142857142857143,-0.45918367346938777,-0.7771761765930849,-2.676384839650145
0.23469387755102045,-0.45918367346938777,-0.7047063723448543,-2.756351520199917
0.2551020408163265,-0.45918367346938777,-0.6330695543523511,-2.836318200749688
0.2755102040816326,-0.45918367346938777,-0.5622657226155742,-2.9162848812994575
0.29591836734693877,-0.45918367346938777,-0.4922948771345246,-2.996251561849229
0.3163265306122449,-0.45918367346938777,-0.4231570179092015,-3.0762182423990008
0.33673469387755106,-0.45918367346938777,-0.35485214493960543,-3.1561849229487717
0.3571428571428571,-0.45918367346938777,-0.287380258225737,-3.236151603498542
0.37755102040816324,-0.45918367346938777,-0.22074135776759424,-3.316118284048312
0.3979591836734694,-0.45918367346938777,-0.15493544356517885,-3.396084964598082
0.41836734693877553,-0.45918367346938777,-0.08996251561848939,-3.4760516451478547
0.4387755102040817,-0.45918367346938777,-0.02582257392752646,-3.556018325697627
0.4591836734693877,-0.45918367346938777,0.03748438150770922,-3.6359850062473966
0.47959183673469385,-0.45918367346938777,0.09995835068721715,-3.715951686797168
0.5,-0.45918367346938777,0.1615993336109961,-3.7959183673469377
-0.5,-0.4387755102040816,-3.7588504789670862,0.18367346938775334
-0.47959183673469385,-0.4387755102040816,-3.6572261557684245,0.10453977509370928
-0.45918367346938777,-0.4387755102040816,-3.556434818825485,0.025406080799665384
-0.4387755102040816,-0.4387755102040816,-3.4564764681382734,-0.05372761349437904
-0.41836734693877553,-0.4387755102040816,-3.357351103706787,-0.1328613077884237
-0.3979591836734694,-0.4387755102040816,-3.2590587255310277,-0.21199500208246794
-0.37755102040816324,-0.4387755102040816,-3.1615993336109938,-0.2911286963765126
-0.35714285714285715,-0.4387755102040816,-3.064972927946685,-0.3702623906705569
-0.33673469387755106,-0.4387755102040816,-2.969179508538107,-0.44939608496460126
-0.3163265306122449,-0.4387755102040816,-2.874219075385254,-0.5285297792586441
-0.29591836734693877,-0.4387755102040816,-2.7800916284881265,-0.6076634735526886
-0.2755102040816326,-0.4387755102040816,-2.6867971678467266,-0.6867971678467333
-0.25510204081632654,-0.4387755102040816,-2.5943356934610553,-0.7659308621407768
-0.2346938775510204,-0.4387755102040816,-2.5027072053311086,-0.8450645564348193
-0.2142857142857143,-0.4387755102040816,-2.4119117034568904,-0.9241982507288643
-0.19387755102040816,-0.4387755102040816,-2.321949187838398,-1.003331945022908
-0.17346938775510207,-0.4387755102040816,-2.232819658475633,-1.0824656393169514
-0.15306122448979592,-0.4387755102040816,-2.1445231153685933,-1.1615993336109964
-0.13265306122448978,-0.4387755102040816,-2.0570595585172815,-1.2407330279050401
-0.11224489795918369,-0.4387755102040816,-1.9704289879216963,-1.319866722199084
-0.09183673469387754,-0.4387755102040816,-1.8846314035818381,-1.3990004164931287
-0.07142857142857145,-0.4387755102040816,-1.7996668054977065,-1.4781341107871724
-0.05102040816326531,-0.4387755102040816,-1.7155351936693004,-1.5572678050812157
-0.030612244897959162,-0.4387755102040816,-1.6322365680966235,-1.63640149937526
-0.010204081632653073,-0.4387755102040816,-1.5497709287796724,-1.715535193669304
0.010204081632653073,-0.4387755102040816,-1.4681382757184482,-1.794668887963348
0.030612244897959218,-0.4387755102040816,-1.3873386089129502,-1.8738025822573916
0.05102040816326525,-0.4387755102040816,-1.3073719283631795,-1.952936276551435
0.0714285714285714,-0.4387755102040816,-1.2282382340691365,-2.0320699708454795
0.09183673469387754,-0.4387755102040816,-1.149937526030819,-2.1112036651395236
0.11224489795918369,-0.4387755102040816,-1.0724698042482284,-2.1903373594335678
0.13265306122448983,-0.4387755102040816,-0.9958350687213644,-2.269471053727612
0.15306122448979587,-0.4387755102040816,-0.9200333194502275,-2.3486047480216565
0.173469387755102,-0.4387755102040816,-0.8450645564348176,-2.427738442315701
0.19387755102040816,-0.4387755102040816,-0.7709287796751336,-2.506872136609746
0.2142857142857143,-0.4387755102040816,-0.6976259891711769,-2.5860058309037903
0.23469387755102045,-0.4387755102040816,-0.6251561849229469,-2.665139525197834
0.2551020408163265,-0.4387755102040816,-0.5535193669304433,-2.744273219491878
0.2755102040816326,-0.4387755102040816,-0.4827155351936671,-2.823406913785922
0.29591836734693877,-0.4387755102040816,-0.41274468971261685,-2.9025406080799665
0.3163265306122449,-0.4387755102040816,-0.3436068304872944,-2.9816743023740107
0.33673469387755106,-0.4387755102040816,-0.2753019575176981,-3.060807996668055
0.3571428571428571,-0.4387755102040816,-0.20783007080382945,-3.139941690962098
0.37755102040816324,-0.4387755102040816,-0.141191170345687,-3.2190753852561422
0.3979591836734694,-0.4387755102040816,-0.07538525614327068,-3.2982090795501877
0.41836734693877553,-0.4387755102040816,-0.010412328196581555,-3.3773427738442305
0.4387755102040817,-0.4387755102040816,0.0537276134943811,-3.456476468138276
0.4591836734693877,-0.4387755102040816,0.11703456892961606,-3.535610162432319
0.47959183673469385,-0.4387755102040816,0.17950853810912482,-3.6147438567263634
0.5,-0.4387755102040816,0.24114952103290532,-3.693877551020409
-0.5,-0.41836734693877553,-3.6801332778009126,0.2448979591836665
-0.47959183673469385,-0.41836734693877553,-3.578508954602246,0.16659725114535137
-0.45918367346938777,-0.41836734693877553,-3.4777176176593048,0.08829654310703665
-0.4387755102040816,-0.41836734693877553,-3.377759266972093,0.009995835068719719
-0.41836734693877553,-0.41836734693877553,-3.2786339025406073,-0.06830487296959824
-0.3979591836734694,-0.41836734693877553,-3.180341524364846,-0.14660558100791604
-0.37755102040816324,-0.41836734693877553,-3.082882132444813,-0.2249062890462326
-0.35714285714285715,-0.41836734693877553,-2.9862557267805077,-0.3032069970845508
-0.33673469387755106,-0.41836734693877553,-2.8904623073719278,-0.381507705122868
-0.3163265306122449,-0.41836734693877553,-2.795501874219073,-0.45980841316118504
-0.29591836734693877,-0.41836734693877553,-2.701374427321946,-0.5381091211995029
-0.2755102040816326,-0.41836734693877553,-2.6080799666805468,-0.6164098292378207
-0.25510204081632654,-0.41836734693877553,-2.515618492294875,-0.6947105372761371
-0.2346938775510204,-0.41836734693877553,-2.423990004164929,-0.7730112453144542
-0.2142857142857143,-0.41836734693877553,-2.33319450229071,-0.8513119533527708
-0.19387755102040816,-0.41836734693877553,-2.243231986672218,-0.9296126613910877
-0.17346938775510207,-0.41836734693877553,-2.154102457309452,-1.0079133694294058
-0.15306122448979592,-0.41836734693877553,-2.0658059142024134,-1.0862140774677222
-0.13265306122448978,-0.41836734693877553,-1.9783423573511012,-1.1645147855060403
-0.11224489795918369,-0.41836734693877553,-1.891711786755516,-1.2428154935443572
-0.09183673469387754,-0.41836734693877553,-1.8059142024156574,-1.3211162015826745
-0.07142857142857145,-0.41836734693877553,-1.7209496043315256,-1.399416909620991
-0.05102040816326531,-0.41836734693877553,-1.636817992503121,-1.4777176176593092
-0.030612244897959162,-0.41836734693877553,-1.553519366930443,-1.5560183256976263
-0.010204081632653073,-0.41836734693877553,-1.4710537276134918,-1.6343190337359432
0.010204081632653073,-0.41836734693877553,-1.3894210745522675,-1.7126197417742601
0.030612244897959218,-0.41836734693877553,-1.3086214077467697,-1.7909204498125777
0.05102040816326525,-0.41836734693877553,-1.228654727196999,-1.8692211578508944
0.0714285714285714,-0.41836734693877553,-1.1495210329029557,-1.9475218658892115
0.09183673469387754,-0.41836734693877553,-1.0712203248646386,-2.0258225739275293
0.11224489795918369,-0.41836734693877553,-0.9937526030820478,-2.1041232819658466
0.13265306122448983,-0.41836734693877553,-0.9171178675551839,-2.1824239900041644
0.15306122448979587,-0.41836734693877553,-0.8413161182840474,-2.260724698042481
0.173469387755102,-0.41836734693877553,-0.7663473552686368,-2.339025406080798
0.19387755102040816,-0.41836734693877553,-0.6922115785089531,-2.4173261141191174
0.2142857142857143,-0.41836734693877553,-0.6189087880049964,-2.4956268221574343
0.23469387755102045,-0.41836734693877553,-0.5464389837567661,-2.5739275301957516
0.2551020408163265,-0.41836734693877553,-0.47480216576426304,-2.6522282382340685
0.2755102040816326,-0.41836734693877553,-0.40399833402748625,-2.7305289462723863
0.29591836734693877,-0.41836734693877553,-0.3340274885464368,-2.808829654310703
0.3163265306122449,-0.41836734693877553,-0.26488962932111415,-2.8871303623490205
0.33673469387755106,-0.41836734693877553,-0.1965847563515175,-2.9654310703873388
0.3571428571428571,-0.41836734693877553,-0.12911286963764856,-3.043731778425656
0.37755102040816324,-0.41836734693877553,-0.062473969179506234,-3.122032486463972
0.3979591836734694,-0.41836734693877553,0.0033319450229093994,-3.2003331945022904
0.41836734693877553,-0.41836734693877553,0.06830487296959897,-3.2786339025406077
0.4387755102040817,-0.41836734693877553,0.1324448146605613,-3.356934610578926
0.4591836734693877,-0.41836734693877553,0.19575177009579692,-3.4352353186172424
0.47959183673469385,-0.41836734693877553,0.258225739275306,-3.51353602665556
0.5,-0.41836734693877553,0.3198667221990882,-3.5918367346938793
-0.5,-0.3979591836734694,-3.6022490628904613,0.30612244897958496
-0.47959183673469385,-0.3979591836734694,-3.500624739691793,0.2286547271969967
-0.45918367346938777,-0.3979591836734694,-3.399833402748854,0.15118700541440752
-0.4387755102040816,-0.3979591836734694,-3.2998750520616396,0.07371928363181753
-0.41836734693877553,-0.3979591836734694,-3.200749687630153,-0.003748438150772124
-0.3979591836734694,-0.3979591836734694,-3.102457309454393,-0.08121615993336366
-0.37755102040816324,-0.3979591836734694,-3.004997917534358,-0.15868388171595396
-0.35714285714285715,-0.3979591836734694,-2.908371511870052,-0.23615160349854425
-0.33673469387755106,-0.3979591836734694,-2.8125780924614716,-0.31361932528113523
-0.3163265306122449,-0.3979591836734694,-2.717617659308618,-0.3910870470637253
-0.29591836734693877,-0.3979591836734694,-2.623490212411493,-0.46855476884631586
-0.2755102040816326,-0.3979591836734694,-2.5301957517700937,-0.5460224906289061
-0.25510204081632654,-0.3979591836734694,-2.4377342773844206,-0.6234902124114968
-0.2346938775510204,-0.3979591836734694,-2.3461057892544757,-0.7009579341940873
-0.2142857142857143,-0.3979591836734694,-2.2553102873802557,-0.7784256559766769
-0.19387755102040816,-0.3979591836734694,-2.1653477717617635,-0.8558933777592678
-0.17346938775510207,-0.3979591836734694,-2.076218242398998,-0.9333610995418586
-0.15306122448979592,-0.3979591836734694,-1.9879216992919593,-1.010828821324449
-0.13265306122448978,-0.3979591836734694,-1.9004581424406475,-1.0882965431070395
-0.11224489795918369,-0.3979591836734694,-1.8138275718450625,-1.1657642648896303
-0.09183673469387754,-0.3979591836734694,-1.728029987505203,-1.2432319866722203
-0.07142857142857145,-0.3979591836734694,-1.6430653894210723,-1.3206997084548104
-0.05102040816326531,-0.3979591836734694,-1.558933777592667,-1.3981674302374008
-0.030612244897959162,-0.3979591836734694,-1.4756351520199886,-1.4756351520199915
-0.010204081632653073,-0.3979591836734694,-1.393169512703038,-1.5531028738025816
0.010204081632653073,-0.3979591836734694,-1.3115368596418135,-1.630570595585172
0.030612244897959218,-0.3979591836734694,-1.2307371928363158,-1.7080383173677627
0.05102040816326525,-0.3979591836734694,-1.1507705122865453,-1.7855060391503528
0.0714285714285714,-0.3979591836734694,-1.0716368179925018,-1.8629737609329435
0.09183673469387754,-0.3979591836734694,-0.9933361099541838,-1.940441482715534
0.11224489795918369,-0.3979591836734694,-0.9158683881715937,-2.017909204498125
0.13265306122448983,-0.3979591836734694,-0.8392336526447297,-2.0953769262807156
0.15306122448979587,-0.3979591836734694,-0.7634319033735928,-2.172844648063306
0.173469387755102,-0.3979591836734694,-0.6884631403581833,-2.2503123698458967
0.19387755102040816,-0.3979591836734694,-0.6143273635984987,-2.327780091628487
0.2142857142857143,-0.3979591836734694,-0.541024573094542,-2.4052478134110786
0.23469387755102045,-0.3979591836734694,-0.4685547688463118,-2.4827155351936696
0.2551020408163265,-0.3979591836734694,-0.3969179508538085,-2.5601832569762593
0.2755102040816326,-0.3979591836734694,-0.3261141191170326,-2.6376509787588507
0.29591836734693877,-0.3979591836734694,-0.25614327363598277,-2.715118700541442
0.3163265306122449,-0.3979591836734694,-0.1870054144106598,-2.7925864223240304
0.33673469387755106,-0.3979591836734694,-0.11870054144106361,-2.8700541441066214
0.3571428571428571,-0.3979591836734694,-0.051228654727194345,-2.947521865889212
0.37755102040816324,-0.3979591836734694,0.015410245730948346,-3.0249895876718034
0.3979591836734694,-0.3979591836734694,0.08121615993336412,-3.1024573094543935
0.41836734693877553,-0.3979591836734694,0.1461890878800532,-3.1799250312369844
0.4387755102040817,-0.3979591836734694,0.21032902957101568,-3.2573927530195754
0.4591836734693877,-0.3979591836734694,0.2736359850062511,-3.3348604748021646
0.47959183673469385,-0.3979591836734694,0.33610995418576073,-3.4123281965847556
0.5,-0.3979591836734694,0.3977509371095439,-3.489795918367347
-0.5,-0.37755102040816324,-3.525197834235736,0.36734693877550584
-0.47959183673469385,-0.37755102040816324,-3.4235735110370658,0.2907122032486438
-0.45918367346938777,-0.37755102040816324,-3.322782174094125,0.21407746772177969
-0.4387755102040816,-0.37755102040816324,-3.2228238234069124,0.1374427321949168
-0.41836734693877553,-0.37755102040816324,-3.1236984589754253,0.0608079966680521
-0.3979591836734694,-0.37755102040816324,-3.025406080799665,-0.015826738858810467
-0.37755102040816324,-0.37755102040816324,-2.927946688879632,-0.09246147438567462
-0.35714285714285715,-0.37755102040816324,-2.8313202832153257,-0.16909620991253846
-0.33673469387755106,-0.37755102040816324,-2.735526863806746,-0.24573094543940155
-0.3163265306122449,-0.37755102040816324,-2.6405664306538936,-0.32236568096626533
-0.29591836734693877,-0.37755102040816324,-2.5464389837567665,-0.39900041649312934
-0.2755102040816326,-0.37755102040816324,-2.4531445231153666,-0.47563515201999385
-0.25510204081632654,-0.37755102040816324,-2.3606830487296935,-0.5522698875468574
-0.2346938775510204,-0.37755102040816324,-2.2690545605997485,-0.6289046230737215
-0.2142857142857143,-0.37755102040816324,-2.178259058725528,-0.7055393586005847
-0.19387755102040816,-0.37755102040816324,-2.0882965431070355,-0.7821740941274483
-0.17346938775510207,-0.37755102040816324,-1.9991670137442705,-0.8588088296543118
-0.15306122448979592,-0.37755102040816324,-1.9108704706372321,-0.935443565181175
-0.13265306122448978,-0.37755102040816324,-1.8234069137859201,-1.0120783007080392
-0.11224489795918369,-0.37755102040816324,-1.7367763431903347,-1.0887130362349025
-0.09183673469387754,-0.37755102040816324,-1.650978758850476,-1.1653477717617664
-0.07142857142857145,-0.37755102040816324,-1.5660141607663447,-1.2419825072886295
-0.05102040816326531,-0.37755102040816324,-1.48188254893794,-1.3186172428154932
-0.030612244897959162,-0.37755102040816324,-1.398583923365262,-1.3952519783423571
-0.010204081632653073,-0.37755102040816324,-1.3161182840483108,-1.4718867138692207
0.010204081632653073,-0.37755102040816324,-1.2344856309870866,-1.5485214493960842
0.030612244897959218,-0.37755102040816324,-1.1536859641815889,-1.625156184922948
0.05102040816326525,-0.37755102040816324,-1.0737192836318183,-1.7017909204498112
0.0714285714285714,-0.37755102040816324,-0.9945855893377744,-1.778425655976675
0.09183673469387754,-0.37755102040816324,-0.9162848812994568,-1.8550603915035393
0.11224489795918369,-0.37755102040816324,-0.8388171595168661,-1.931695127030403
0.13265306122448983,-0.37755102040816324,-0.7621824239900024,-2.008329862557267
0.15306122448979587,-0.37755102040816324,-0.6863806747188655,-2.0849645980841305
0.173469387755102,-0.37755102040816324,-0.6114119117034555,-2.161599333610994
0.19387755102040816,-0.37755102040816324,-0.5372761349437715,-2.2382340691378575
0.2142857142857143,-0.37755102040816324,-0.46397334443981497,-2.3148688046647226
0.23469387755102045,-0.37755102040816324,-0.3915035401915847,-2.3915035401915863
0.2551020408163265,-0.37755102040816324,-0.3198667221990815,-2.46813827571845
0.2755102040816326,-0.37755102040816324,-0.24906289046230543,-2.5447730112453137
0.29591836734693877,-0.37755102040816324,-0.17909204498125542,-2.6214077467721775
0.3163265306122449,-0.37755102040816324,-0.10995418575593245,-2.6980424822990416
0.33673469387755106,-0.37755102040816324,-0.0416493127863361,-2.7746772178259045
0.3571428571428571,-0.37755102040816324,0.02582257392753301,-2.851311953352769
0.37755102040816324,-0.37755102040816324,0.09246147438567526,-2.927946688879633
0.3979591836734694,-0.37755102040816324,0.1582673885880912,-3.0045814244064966
0.41836734693877553,-0.37755102040816324,0.22324031653478066,-3.0812161599333607
0.4387755102040817,-0.37755102040816324,0.28738025822574303,-3.157850895460223
0.4591836734693877,-0.37755102040816324,0.35068721366097855,-3.2344856309870877
0.47959183673469385,-0.37755102040816324,0.4131611828404883,-3.3111203665139515
0.5,-0.37755102040816324,0.47480216576427114,-3.3877551020408143
-0.5,-0.35714285714285715,-3.448979591836738,0.4285714285714273
-0.47959183673469385,-0.35714285714285715,-3.3473552686380676,0.3527696793002904
-0.45918367346938777,-0.35714285714285715,-3.246563931695126,0.27696793002915293
-0.4387755102040816,-0.35714285714285715,-3.1466055810079125,0.20116618075801507
-0.41836734693877553,-0.35714285714285715,-3.0474802165764263,0.12536443148687876
-0.3979591836734694,-0.35714285714285715,-2.9491878384006647,0.049562682215741255
-0.37755102040816324,-0.35714285714285715,-2.8517284464806325,-0.026239067055395932
-0.35714285714285715,-0.35714285714285715,-2.7551020408163245,-0.10204081632653265
-0.33673469387755106,-0.35714285714285715,-2.659308621407745,-0.17784256559766964
-0.3163265306122449,-0.35714285714285715,-2.564348188254891,-0.2536443148688061
-0.29591836734693877,-0.35714285714285715,-2.4702207413577657,-0.3294460641399433
-0.2755102040816326,-0.35714285714285715,-2.3769262807163662,-0.40524781341108035
-0.25510204081632654,-0.35714285714285715,-2.284464806330694,-0.4810495626822177
-0.2346938775510204,-0.35714285714285715,-2.192836318200747,-0.5568513119533544
-0.2142857142857143,-0.35714285714285715,-2.102040816326528,-0.6326530612244914
-0.19387755102040816,-0.35714285714285715,-2.012078300708036,-0.7084548104956283
-0.17346938775510207,-0.35714285714285715,-1.9229487713452709,-0.7842565597667646
